case_id,description,hc,co,co2,o2,nox,lambda_analyser,stft_b1,ltft_b1,stft_b2,ltft_b2,obd_lambda,o2_upstream_classification,o2_downstream_voltage,map,maf,rpm,ect,vehicle_speed,fuel_pressure,dtcs,ff_ect,ff_rpm,ff_load,ff_map,ff_stft_b1,ff_ltft_b1,ff_dtcs,engine_temp,primary_symptom,fuel_type,induction_type,altitude_band,emission_class,mileage_bracket,oil_consumption,ignition_age,bank_config,expected_top_fault,expected_top_fault_family,expected_state,expected_confidence_min,expected_confidence_max,expected_demotion_note_contains,expected_perception_gap,reasoning,hc_2500,co_2500,co2_2500,o2_2500,nox_2500,lambda_2500
EXT-222,"Low compression on 3 cylinders; acceptable idle, but under load (FF: 3100 RPM, 78% LOAD) CO2 drops, HC rises. FF confirms load-dependent fault",450,0.5,12.5,1.5,45,1.04,5,3,,,1.05,,,,-,,,,,,91,3100,78,,,,,normal,,petrol,,,,,,,single,Mechanical_Wear_Low_Compression_Multi_Cylinder_FF_HighLoad,mechanical_wear,named_fault,0.67,0.87,,false,"HC 450 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 45 ppm: low — rich quench or idle without thermal load. λ 1.04: borderline lean (1.03–1.05).",450,0.5,12.5,1.5,45,1.04
EXT-223,"Worn rings; HC elevated at idle. FF=idle (850 RPM, 22% LOAD). At 2500 RPM HC drops as ring seal improves with higher cylinder pressure. Oil consumption confirmed",800,0.8,12.0,1.8,35,1.05,3,2,,,1.0,,,,-,,,,,,90,850,22,,,,,normal,,petrol,,,,,high,,single,Mechanical_Wear_Worn_Piston_Rings_FF_Idle,mechanical_wear,named_fault,0.65,0.85,,false,"HC 800 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.8%: mild rich / pre-cat normal (0.5–1.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.8%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1.05: lean (≥1.05) — Brettschneider chemistry.",200,0.3,12.5,1.2,50,1.02
EXT-224,Head gasket breach between cylinders 3-4; combustion pressure cross-talk. FF captured at 2200 RPM cruise. Coolant consumption + white smoke on cold start,950,1.2,10.5,3.2,30,1.17,7,4,,,1.10,,,,-,,,,,P0300,90,2200,65,,,,,cold,,petrol,,,,,high,,single,Head_Gasket_Failure_FF_Cruise,mechanical_wear,named_fault,0.70,0.90,,false,"HC 950 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 1.2%: mild rich / pre-cat normal (0.5–1.5%). CO2 10.5%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 3.2%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 30 ppm: low — rich quench or idle without thermal load. λ 1.17: lean (≥1.05) — Brettschneider chemistry. Pattern: HC↑ + O2↑ + CO↑ → rich misfire (rule 3): fuel dumped, partial burn.",,,,,,
EXT-225,"P0300 set at cold start (FF: ECT=20°C, RPM=800). Engine stumble during cold enrichment. Gas perfect once warm. FF cold-ECT gates diagnosis away from mechanical misfire",120,0.5,13.5,0.8,80,1.02,3,1,,,1.0,,,,-,,,,,P0300,20,800,20,,,,,cold,running_rough,petrol,,,,,,,single,Ghost_Misfire_Cold_ECT_FF,misfire,named_fault,0.80,0.99,,true,HC 120 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 80 ppm: low — rich quench or idle without thermal load. λ 1.02: in the catalyst window (0.97–1.03).,,,,,,
EXT-226,"P0300 set at highway cruise (FF: 3200 RPM, 55% LOAD, 80 km/h). Gas perfect. FF highway-speed gates diagnosis toward electrical noise, away from mechanical",10,0.05,15.4,0.2,25,1.0,0,0,,,1.0,,,,-,,,,,P0300,92,3200,55,,,,,normal,running_rough,petrol,,,,,,,single,Ghost_Misfire_Highway_FF,misfire,named_fault,0.80,0.99,,true,"HC 10 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.4%: at or near the efficient ceiling (≥14.5% with cat). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 25 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-227,FPR diaphragm ruptured; fuel drawn into intake via vacuum line. FF=idle confirms worst at idle. Battery voltage 11.2V at FF suggests alternator contributing to sensor drift,550,4.0,11.0,0.3,18,0.86,-30,-20,,,0.82,,,,4.8,,,,,P0172,88,750,15,,,,,normal,,petrol,,,,,,,single,Rich_Fuel_Pressure_Regulator_Diaphragm_Leak_FF,rich_mixture,named_fault,0.73,0.93,,false,"HC 550 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 4%: very rich (>3% — expect concurrent HC rise once rich-misfire threshold is crossed). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 18 ppm: low — rich quench or idle without thermal load. λ 0.86: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
EXT-228,"P0300 from loose engine ground strap causing CKP signal noise. FF voltage=13.5V (normal), but oscilloscope confirms CKP jitter. Gas perfect. O2 cross-counts healthy at 18/10s",8,0.06,15.5,0.15,22,1.0,0,0,,,1.0,,,,3.5,,,,,P0300,90,850,18,,,,,normal,running_rough,petrol,,,,,,,single,Ghost_Misfire_Loose_Engine_Ground_Voltage_Droop,misfire,named_fault,0.80,0.99,,true,"HC 8 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.15%: low — rich consumed the oxygen, or perfect stoich. NOx 22 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-229,O2 cross-counts=4 per 10 seconds (expected >8). Sensor aged; switching still occurs but too slow. Trims drift slowly. Gas nearly stoich. O2 sensor replacement recommended,30,0.1,14.8,0.3,60,1.01,4,12,,,1.0,,,,3.8,,,,,,90,750,20,,,,,normal,,petrol,,,,,,,single,Lazy_O2_Sensor_Sluggish_CrossCounts,sensor_fault,named_fault,0.55,0.75,,false,"HC 30 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.8%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 60 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03).",,,,,,
EXT-230,O2 cross-counts=2 per 10 seconds; sensor essentially dead. Trims flat. Gas borderline stoich but sensor cannot detect mixture swings. Replace immediately,15,0.08,15.0,0.25,40,1.0,1,2,,,1.0,,,,3.6,,,,,,90,750,18,,,,,normal,,petrol,,,,,,,single,Lazy_O2_Sensor_Failing_CrossCounts,sensor_fault,named_fault,0.50,0.70,,false,"HC 15 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15%: at or near the efficient ceiling (≥14.5% with cat). O2 0.25%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-231,"Benchmark healthy O2: cross-counts=22 per 10 sec. Fast, symmetric switching 0.2-0.8V. MAF 3.4 g/s idle, 10.2 g/s at 2500 RPM (2.0L engine)",5,0.05,15.5,0.1,20,1.0,0,1,,,1.0,,,,3.4,,,,,,90,850,16,,,,,normal,,petrol,,,,,,,single,Healthy_O2_Fast_Switching_Benchmark,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 5 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.1%: low — rich consumed the oxygen, or perfect stoich. NOx 20 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-232,"Cat masking oil burn: gas perfect (λ=1.0, HC=25ppm), but LTFT=+12% reveals persistent lean correction. O2 cross-counts normal. LTFT>+10% is the tell for upstream mechanical wear",25,0.12,15.0,0.25,50,1.0,4,12,,,1.0,,,,3.5,,,,,,90,820,18,,,,,normal,,petrol,,,,,high,,single,Catalyst_Masking_LTFT_Elevated_Gas_Clean,catalyst_failure,named_fault,0.63,0.83,,false,"HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.12%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15%: at or near the efficient ceiling (≥14.5% with cat). O2 0.25%: low — rich consumed the oxygen, or perfect stoich. NOx 50 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-233,Severe oil burn (1qt/500mi); cat completely masks tailpipe. LTFT=+15% is extreme. FF confirms idle-speed operation. Pre-cat gas would show HC>800. Cat doing dangerous work,18,0.1,15.2,0.3,35,1.0,5,15,,,1.0,,,,3.5,,,,,,90,800,19,,,,,normal,,petrol,,,,,high,,single,Catalyst_Masking_LTFT_Severe_Oil_Burn,catalyst_failure,named_fault,0.60,0.80,,false,"HC 18 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-234,Cyl-1 misfire at idle; P0301 specific. MAF slightly low from uneven intake pulses. O2 cross-counts elevated (false lean pulses from misfire). At 2500 RPM smooths partially,150,0.3,13.5,0.8,55,1.03,4,6,,,1.03,,,,3.3,,,,,P0301,90,750,20,,,,,normal,running_rough,petrol,,,,,,,single,Misfire_Single_Cylinder_P0301_Idle_PID,misfire,named_fault,0.73,0.93,,false,HC 150 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.3%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13.5%: healthy without-cat reference (13–14.5%). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 55 ppm: low — rich quench or idle without thermal load. λ 1.03: in the catalyst window (0.97–1.03).,,,,,,
EXT-235,"Cyl-3 ignition coil failed; dead hole. HC=750, O2=3.5 at idle. O2 cross-counts elevated (16/10s). Spark advance pulled to 6° (knock prevention). MAF=3.1 g/s low from pumping loss",750,0.4,12.0,3.5,22,1.14,8,6,,,1.12,,,,3.1,,,,,P0303,88,740,20,,,,,normal,running_rough,petrol,,,,,,,single,Misfire_Single_Cylinder_P0303_Ignition_Coil,misfire,named_fault,0.73,0.93,,false,"HC 750 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.4%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 3.5%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 22 ppm: low — rich quench or idle without thermal load. λ 1.14: lean (≥1.05) — Brettschneider chemistry. Pattern: HC↑ + O2↑ + CO≈0 → lean misfire (rule 2): the fuel never lit.",,,,,,
EXT-236,"Multi-cyl misfire from failing coil pack; HC=1200, O2=5.0. O2 counts=18 (false lean spikes). Spark advance pulled to 4° (severe knock retard). MAF low at 2.8 g/s from pumping losses",1200,0.5,10.0,5.0,18,1.28,15,10,,,1.25,,,,2.8,,,,,P0300,88,900,22,,,,,normal,running_rough,petrol,,,,,,,single,Misfire_Multi_Cylinder_P0300_Coil_Pack,misfire,named_fault,0.73,0.93,,false,HC 1200 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 10%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 5%: severe lean / large misfire / air leak (>4%). NOx 18 ppm: low — rich quench or idle without thermal load. λ 1.28: lean (≥1.05) — Brettschneider chemistry.,,,,,,
EXT-237,CKP reluctor ring cracked; gas misfire visible but ECU misfire counter=0. O2 cross-counts=0 (ECU in open-loop fail-safe). MAF normal. ECU blindness confirmed,6,0.04,15.5,0.1,20,1.0,0,0,,,1.0,,,,3.6,,,,,P0300,90,850,17,,,,,normal,running_rough,petrol,,,,,,,single,ECU_Misfire_Blindness_CKP_Reluctor_Ring,misfire,named_fault,0.75,0.95,,true,"HC 6 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.04%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.1%: low — rich consumed the oxygen, or perfect stoich. NOx 20 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
EXT-238,"SAI pump runs continuously after cold-start; gas λ=1.51 from injected air. OBD λ=1.0. Trims=0% (ECU not compensating because in open loop). FF: ECT=45°C, cold-start conditions confirmed",40,0.06,11.5,8.5,25,1.51,0,0,,,1.0,,,,3.7,,,,,P0411,45,780,16,,,,,cold,,petrol,,,,,,,single,SAI_Valve_Stuck_Open_Cold_Start,exhaust_leak,named_fault,0.73,0.93,,true,"HC 40 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 8.5%: severe lean / large misfire / air leak (>4%). NOx 25 ppm: low — rich quench or idle without thermal load. λ 1.51: cranking / no-combustion shape (master_gas_guide §3 rule 8 — route to non-starter pipeline); OBD λ=1 (Δ=+0.51) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
EXT-239,SAI stuck open even after warm-up; engine should have exited SAI phase. Gas λ=1.56. OBD λ=1.0. Trims=0% (ECU in open loop due to SAI fault). FF: ECT=85°C should have SAI off,45,0.05,11.2,9.0,22,1.56,0,0,,,1.0,,,,3.6,,,,,P0411,85,750,15,,,,,cold,,petrol,,,,,,,single,SAI_Valve_Stuck_Open_Warm_Engine,exhaust_leak,named_fault,0.70,0.90,,true,"HC 45 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.2%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 9%: severe lean / large misfire / air leak (>4%). NOx 22 ppm: low — rich quench or idle without thermal load. λ 1.56: cranking / no-combustion shape (master_gas_guide §3 rule 8 — route to non-starter pipeline); OBD λ=1 (Δ=+0.56) — ECU sees richer than chemistry, perception-contradiction symptom (rule 7). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
EXT-240,"Purge valve stuck open flooding intake with fuel vapour. FF: 2200 RPM cruise, 55% LOAD. Trims negative at -12%/-10%. Fuel smell at canister vent. P0441 confirms EVAP fault",280,1.5,12.8,0.6,45,0.96,-12,-10,,,0.97,,,,3.9,,,,,P0441,90,2200,55,,,,,normal,,petrol,,,,,,,single,EVAP_Purge_Stuck_Open_Rich_FF_Cruise,lean_condition,named_fault,0.70,0.90,,false,"HC 280 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 1.5%: mild rich / pre-cat normal (0.5–1.5%). CO2 12.8%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.6%: typical pre-cat residual (0.5–1.5%). NOx 45 ppm: low — rich quench or idle without thermal load. λ 0.96: borderline rich (0.95–0.97).",,,,,,
CASE-009,Standard E10 petrol; Gas-Sum=15.5(CO2+O2); Ocv=0.054 applied; Hcv=1.84; stoichiometric reference,12,0.1,15.2,0.3,28,1.008,0,1,,,1.0,,,,3.5,,,,,,90,750,15,,,,,normal,,e10,pfi,,,,,,single,E10_Healthy_Baseline_Gas_Sum_Check,no_fault,insufficient_evidence,0.0,0.35,,false,"HC 12 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 28 ppm: low — rich quench or idle without thermal load. λ 1.008: in the catalyst window (0.97–1.03).",,,,,,
CASE-010,Leaded aviation fuel coats O2 electrode; cross-counts=1 (dead); sensor stuck at 0.1V (lean); Truth=Rich(0.96); ECU adds fuel via LTFT+20%,110,0.85,12.5,0.1,45,0.96,18,20,,,1.25,,0.1,,3.5,,,,,P0134,88,800,20,,,,,normal,,petrol,pfi,,,,,,single,Petrol_O2_Sensor_Leaded_Fuel_Poisoning,sensor_fault,named_fault,0.73,0.93,,true,"HC 110 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.85%: mild rich / pre-cat normal (0.5–1.5%). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.1%: low — rich consumed the oxygen, or perfect stoich. NOx 45 ppm: low — rich quench or idle without thermal load. λ 0.96: borderline rich (0.95–0.97); OBD λ=1.25 (Δ=-0.29) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7).",,,,,,
CASE-011,Lambda 1.25→1.02 at 2500RPM; STFT drops +20→+2; classic idle-only vacuum leak signature; PCV hose split,60,0.03,11.5,4.5,280,1.25,20,18,,,1.18,,,,3.0,,,,,P0171,90,720,18,,,,,normal,,petrol,,,,,,,single,Vacuum_Leak_Clears_At_2500RPM,lean_condition,named_fault,0.75,0.95,,false,"HC 60 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.03%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4.5%: severe lean / large misfire / air leak (>4%). NOx 280 ppm: moderate idle/light-load combustion temperature. λ 1.25: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",25,0.18,14.2,0.5,120,1.02
CASE-012,Idle stoich; 2500RPM lean(1.18); STFT+22% at speed; failing fuel pump volume; worsens opposite to vacuum leak,20,0.06,14.5,0.4,40,1.01,5,12,,,1.08,,,,3.8,,,,,P0171,90,2800,68,,,,,normal,,petrol,,,,,,,single,Fuel_Delivery_Restriction_Lean_Under_Load,lean_condition,named_fault,0.70,0.90,,false,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03).",40,0.03,12.5,2.5,80,1.18
CASE-013,CO2 14.5→8.5% at 2500RPM; O2 rises; NOx=800 from combustion temp spike; backpressure pumping loss; VE<60%,20,0.08,14.5,0.4,40,1.01,8,6,,,1.1,,,,3.8,,,,,P0420,91,2500,58,,,,,normal,,petrol,,,,,,,single,Clogged_Cat_CO2_Collapse_2500RPM,catalyst_failure,named_fault,0.75,0.95,,true,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03); OBD λ=1.1 (Δ=-0.09) — ECU sees leaner than chemistry, perception-contradiction symptom (rule 7).",30,0.05,8.5,5.5,800,1.35
CASE-014,Target >8 switches/10s; 3 = sluggish; trims drift slowly; gas near stoich; replace sensor; no DTC yet,15,0.1,14.8,0.3,60,1.01,4,12,,,1.0,,,,3.7,,,,,,90,750,20,,,,,normal,,petrol,,,,,,,single,Lazy_O2_Sensor_3_Switches_Per_10s,sensor_fault,named_fault,0.55,0.75,,false,"HC 15 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.8%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 60 ppm: low — rich quench or idle without thermal load. λ 1.01: in the catalyst window (0.97–1.03).",,,,,,
